time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,,
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded secondary,18,17848,4,0.02241,1217,6.81869,732,4.1013
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,97,43260,8,0.01849,1425,3.29404,863,1.99491
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Special,8,1490,0,0,9,0.60403,8,0.53691
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,State-funded secondary,21,22046,6,0.02722,1188,5.38873,772,3.50177
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,22,5891,4,0.0679,113,1.91818,82,1.39195
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Special,12,1193,0,0,35,2.93378,21,1.76027
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,State-funded primary,281,71627,3,0.00419,458,0.63942,280,0.39091
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,State-funded primary,95,24833,5,0.02013,211,0.84968,104,0.4188
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,State-funded primary,133,46726,10,0.0214,599,1.28194,334,0.71481
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,State-funded secondary,31,34293,43,0.12539,4276,12.46902,2029,5.91666
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,State-funded primary,113,32441,0,0,585,1.80327,228,0.70281
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,State-funded primary,47,14562,0,0,140,0.96141,82,0.56311
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded primary,353,62206,9,0.01447,668,1.07385,341,0.54818
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,State-funded primary,226,54846,1,0.00182,366,0.66732,200,0.36466
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,State-funded primary,82,35085,0,0,176,0.50164,115,0.32778
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,State-funded secondary,4,3029,4,0.13206,110,3.63156,81,2.67415
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,338,124272,29,0.02334,6188,4.9794,2840,2.28531
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Special,6,681,0,0,123,18.06167,55,8.07636
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Special,19,1991,0,0,58,2.91311,42,2.10949
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,State-funded secondary,87,85006,98,0.11529,5570,6.55248,3621,4.2597
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,State-funded primary,95,36965,2,0.00541,287,0.77641,186,0.50318
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Special,5,688,0,0,62,9.01163,34,4.94186
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Special,8,964,1,0.10373,93,9.6473,54,5.60166
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,State-funded secondary,71,54908,56,0.10199,4175,7.60363,2288,4.16697
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Special,4,873,0,0,96,10.99656,45,5.15464
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded primary,71,24972,1,0.004,256,1.02515,131,0.52459
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,97,23523,15,0.06377,838,3.56247,461,1.95978
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,71,30670,25,0.08151,2267,7.39159,917,2.98989
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,State-funded primary,54,16586,5,0.03015,159,0.95864,87,0.52454
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Special,11,1479,0,0,194,13.11697,99,6.69371
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,State-funded secondary,34,34926,2,0.00573,2558,7.32406,1355,3.87963
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,State-funded primary,58,20836,4,0.0192,262,1.25744,153,0.73431
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,State-funded primary,33,15772,0,0,90,0.57063,55,0.34872
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,State-funded secondary,13,11341,11,0.09699,978,8.62358,517,4.55868
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,State-funded secondary,54,48712,100,0.20529,4237,8.69806,2043,4.19404
Academic year,202021,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded secondary,10,12738,4,0.0314,1102,8.65128,563,4.41985
Academic year,202021,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Special,29,3115,1,0.0321,257,8.2504,113,3.62761
Academic year,202021,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,State-funded secondary,57,64241,56,0.08717,4429,6.89435,2345,3.65032
Academic year,202021,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,282,115808,64,0.05526,4454,3.84602,2294,1.98086
Academic year,202021,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,State-funded primary,65,13504,1,0.00741,195,1.44402,97,0.71831
Academic year,202021,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Special,3,382,0,0,4,1.04712,3,0.78534
Academic year,202021,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Special,6,758,2,0.26385,18,2.37467,12,1.58311
Academic year,202021,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,State-funded primary,121,22263,1,0.00449,322,1.44635,156,0.70071
Academic year,202021,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,State-funded secondary,29,25460,28,0.10998,1986,7.80047,993,3.90024
Academic year,202021,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,State-funded primary,64,21325,1,0.00469,201,0.94256,115,0.53927
Academic year,202021,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,State-funded secondary,43,40585,41,0.10102,5048,12.43809,2042,5.03142
Academic year,202021,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,368,100131,50,0.04993,5757,5.74947,2430,2.42682
Academic year,202021,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,State-funded secondary,19,17135,35,0.20426,2245,13.10184,1005,5.86519
Academic year,202021,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,State-funded secondary,8,9160,16,0.17467,968,10.56769,461,5.03275
Academic year,202021,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,41,20328,23,0.11314,1427,7.01987,629,3.09425
Academic year,202021,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,State-funded primary,220,39781,7,0.0176,856,2.15178,371,0.93261
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,54,21814,17,0.07793,706,3.23645,475,2.1775
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Special,5,599,0,0,21,3.50584,18,3.00501
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,State-funded secondary,14,14075,10,0.07105,1169,8.30551,830,5.89698
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Special,6,724,0,0,56,7.73481,34,4.69613
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,80,33916,5,0.01474,713,2.10225,484,1.42706
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,State-funded primary,39,9096,0,0,54,0.59367,41,0.45075
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,82,38072,16,0.04203,1118,2.93654,794,2.08552
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,92,63055,23,0.03648,1478,2.34399,983,1.55896
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,State-funded primary,43,24999,0,0,198,0.79203,103,0.41202
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Special,6,665,0,0,26,3.90977,15,2.25564
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Special,5,774,0,0,9,1.16279,2,0.2584
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,State-funded primary,60,26364,0,0,120,0.45517,83,0.31482
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,State-funded secondary,19,23864,17,0.07124,1193,4.99916,748,3.13443
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,State-funded primary,86,32480,1,0.00308,304,0.93596,176,0.54187
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,State-funded secondary,25,23696,14,0.05908,1665,7.0265,1119,4.72232
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,State-funded secondary,21,24545,9,0.03667,1437,5.85455,1012,4.12304
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,58,38094,11,0.02888,547,1.43592,417,1.09466
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,State-funded primary,60,23772,0,0,155,0.65203,79,0.33232
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,81,40516,0,0,1129,2.78655,768,1.89555
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,State-funded secondary,20,19908,23,0.11553,1210,6.07796,778,3.90798
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,76,44839,26,0.05799,1351,3.013,876,1.95366
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Special,3,426,0,0,9,2.11268,7,1.64319
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Special,3,412,0,0,64,15.53398,31,7.52427
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,State-funded secondary,9,9923,5,0.05039,395,3.98065,314,3.16437
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,State-funded secondary,11,10884,4,0.03675,580,5.32892,328,3.0136
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Special,4,780,2,0.25641,38,4.87179,22,2.82051
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,72,42170,18,0.04268,986,2.33816,671,1.59118
Academic year,202021,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,State-funded primary,67,16119,0,0,77,0.4777,45,0.27917
Academic year,202021,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Special,6,868,0,0,32,3.68664,21,2.41935
Academic year,202021,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Special,4,573,0,0,93,16.23037,30,5.2356
Academic year,202021,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,State-funded primary,81,23148,3,0.01296,164,0.70848,95,0.4104
Academic year,202021,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded primary,29,9011,0,0,134,1.48707,61,0.67695
Academic year,202021,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,State-funded secondary,18,16231,13,0.08009,661,4.07245,456,2.80944
Academic year,202021,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,State-funded primary,64,17548,2,0.0114,123,0.70093,59,0.33622
Academic year,202021,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Special,5,1039,0,0,60,5.77478,40,3.84986
Academic year,202021,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Special,4,836,0,0,13,1.55502,10,1.19617
Academic year,202021,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,96,36985,31,0.08382,1524,4.12059,826,2.23334
Academic year,202021,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,State-funded secondary,16,14076,33,0.23444,2344,16.65246,1024,7.27479
Academic year,202021,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,97,37188,36,0.09681,2668,7.17436,1195,3.2134
Academic year,202021,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Special,8,866,1,0.11547,52,6.00462,41,4.73441
Academic year,202021,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,86,32240,9,0.02792,1159,3.59491,552,1.71216
Academic year,202021,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,State-funded secondary,8,7219,15,0.20779,1120,15.51461,498,6.89846
Academic year,202021,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,43,19373,15,0.07743,1262,6.51422,582,3.00418
Academic year,202021,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,State-funded primary,124,30779,0,0,164,0.53283,85,0.27616
Academic year,202021,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,State-funded secondary,23,24113,14,0.05806,2082,8.63435,900,3.73243
